latitude,longitude,acq_date,acq_time,bright_ti4,frp,is_fire
54.28894,-116.10616,2022-07-01,907,296.35,0.77,1
50.31072,-98.2443,2022-09-15,2011,0.0,0.0,0
52.10766,-105.30791,2020-06-01,1945,335.31,2.41,1
49.02377,-116.12392,2020-10-15,908,342.3,13.55,1
49.88544,-104.38632,2021-06-01,1901,0.0,0.0,0
72.77827,-83.39135,2021-07-15,938,0.0,0.0,0
59.38672,-99.74715,2023-07-01,1955,367.0,9.16,1
49.06906,-116.11417,2022-04-15,2120,325.3,2.33,1
51.41319,-96.79826,2025-11-15,852,0.0,0.0,0
58.51509,-132.27186,2020-07-01,1437,0.0,0.0,0
49.1782,-93.49653,2020-07-15,1919,0.0,0.0,0
49.65821,-100.29548,2022-10-01,2011,338.81,6.22,1
64.62335,-98.49989,2024-08-15,1138,0.0,0.0,0
53.91136,-106.52237,2025-11-15,2022,0.0,0.0,0
51.47214,-104.91162,2022-07-15,1933,0.0,0.0,0
53.53614,-99.84539,2020-10-01,829,0.0,0.0,0
48.35354,-54.33509,2025-07-15,535,0.0,0.0,0
60.73516,-129.90451,2022-07-01,2220,367.0,56.74,1
54.81409,-101.18964,2023-05-15,1935,0.0,0.0,0
55.47232,-116.4042,2022-10-01,2154,312.02,127.95,1
52.56831,-113.28513,2020-05-15,2005,336.65,2.29,1
47.85418,-79.10334,2025-09-01,1843,349.89,27.22,1
65.94664,-132.7772,2023-07-01,2139,0.0,0.0,0
53.74485,-105.22354,2021-11-15,2013,339.92,11.31,1
51.66117,-99.23035,2023-07-01,1813,0.0,0.0,0
49.55819,-115.27902,2021-04-15,2023,0.0,0.0,0
52.18681,-92.47345,2023-09-15,2108,0.0,0.0,0
51.74335,-122.88433,2025-10-15,2143,0.0,0.0,0
50.7948,-101.08281,2025-09-01,1845,0.0,0.0,0
54.8396,-109.23486,2022-09-15,842,0.0,0.0,0
54.31525,-105.9704,2021-04-15,2023,0.0,0.0,0
54.11087,-105.6345,2021-11-15,2013,0.0,0.0,0
60.80968,-110.03562,2021-11-15,1204,0.0,0.0,0
61.05051,-69.61101,2020-07-15,1741,335.83,4.36,1
53.30439,-114.60022,2025-11-15,1842,0.0,0.0,0
49.61647,-116.95837,2023-09-15,941,309.84,1.17,1
55.85336,-129.73114,2021-10-15,1004,0.0,0.0,0
54.86323,-102.16086,2022-08-15,1003,0.0,0.0,0
45.06997,-63.78003,2024-04-15,1750,0.0,0.0,0
67.11967,-106.17501,2023-08-01,1832,0.0,0.0,0
65.93574,-105.66792,2022-05-15,2017,0.0,0.0,0
52.83622,-113.67392,2025-11-15,852,367.0,13.63,1
52.91944,-115.93689,2025-11-15,2022,0.0,0.0,0
49.7115,-102.54002,2020-09-15,1010,0.0,0.0,0
57.11921,-122.69182,2024-05-15,2154,341.87,3.41,1
68.0149,-133.1256,2021-04-01,1946,0.0,0.0,0
55.49413,-125.40909,2024-11-01,2205,0.0,0.0,0
51.64055,-121.40384,2022-06-15,1048,319.41,1.07,1
51.0608,-103.18364,2021-04-01,1945,330.39,3.9,1
51.88166,-102.88906,2023-07-01,1953,0.0,0.0,0
53.68783,-104.52532,2021-06-01,2043,0.0,0.0,0
50.49453,-103.39658,2021-09-01,849,0.0,0.0,0
59.77773,-122.74478,2025-10-15,1152,297.38,0.48,1
44.83628,-77.56167,2025-11-15,713,0.0,0.0,0
53.15442,-93.78195,2024-11-01,2023,0.0,0.0,0
82.67188,-78.70863,2025-09-15,1923,0.0,0.0,0
62.56992,-92.63465,2023-05-15,1938,0.0,0.0,0
51.65092,-107.1666,2020-09-01,2102,0.0,0.0,0
49.14589,-122.2675,2025-07-15,1038,301.05,0.85,1
43.13188,-80.58387,2025-04-01,1809,328.5,1.82,1
52.33383,-112.67789,2020-10-01,1959,332.26,3.71,1
71.81779,-117.94873,2022-06-01,1958,0.0,0.0,0
60.56575,-134.43552,2021-11-01,1125,320.79,1.62,1
44.52662,-81.17924,2023-09-01,1848,326.03,1.61,1
66.17264,-113.15073,2020-08-15,1756,0.0,0.0,0
66.85846,-134.38878,2025-10-15,1818,0.0,0.0,0
50.38323,-121.45043,2025-09-01,858,0.0,0.0,0
61.85301,-126.52824,2025-08-01,2010,325.21,2.12,1
52.52171,-115.5996,2025-09-01,857,307.67,0.43,1
55.76193,-127.29938,2024-10-15,1053,0.0,0.0,0
56.93731,-89.79328,2024-08-01,1909,340.03,7.08,1
59.2911,-130.79497,2020-04-01,1846,0.0,0.0,0
46.68036,-71.03715,2021-05-15,1737,325.42,1.12,1
48.26633,-79.72995,2020-09-01,611,0.0,0.0,0
52.85731,-105.63313,2024-10-15,912,344.37,5.62,1
48.00327,-67.09824,2020-08-15,1616,348.6,5.07,1
48.64384,-78.67869,2021-10-15,1810,0.0,0.0,0
56.0755,-122.11375,2024-11-15,2102,346.4,30.46,1
53.09096,-113.35827,2021-10-01,2056,0.0,0.0,0
55.88176,-113.73804,2024-04-01,1047,0.0,0.0,0
50.22474,-101.43429,2022-09-01,1933,334.0,3.26,1
60.89306,-133.33258,2022-07-01,2040,335.13,6.94,1
45.32248,-73.97978,2022-06-01,649,0.0,0.0,0
43.95587,-78.17017,2022-07-15,805,307.26,0.65,1
64.34132,-133.56479,2022-06-01,2143,367.0,20.2,1
59.63468,-127.00445,2022-07-01,1046,300.63,0.7,1
50.96567,-98.52883,2020-08-15,1939,327.43,4.52,1
49.60341,-99.10701,2024-04-01,1855,0.0,0.0,0
54.10869,-98.76258,2024-11-01,2023,0.0,0.0,0
63.38805,-123.94283,2025-04-15,2030,0.0,0.0,0
50.97416,-98.42445,2020-05-15,835,301.34,1.04,1
54.43832,-120.47204,2022-09-01,2116,0.0,0.0,0
58.95681,-112.73701,2024-06-15,2032,0.0,0.0,0
51.83023,-107.6573,2021-04-15,1843,367.0,8.08,1
55.55735,-120.84801,2021-10-15,1955,0.0,0.0,0
48.56381,-71.62743,2022-10-01,702,298.57,0.52,1
51.69288,-114.48346,2022-05-15,848,301.45,0.92,1
78.57673,-110.33423,2020-05-15,2004,0.0,0.0,0
46.39797,-65.31079,2020-07-15,611,0.0,0.0,0
52.49665,-109.2589,2021-08-01,830,310.4,1.18,1
73.14239,-88.70088,2024-04-15,1841,0.0,0.0,0
61.54272,-123.22117,2023-07-15,2035,0.0,0.0,0
53.78785,-101.33082,2023-10-15,2006,357.0,12.68,1
45.81129,-65.52708,2025-11-15,1657,325.16,2.58,1
42.23005,-81.57138,2023-05-15,1751,0.0,0.0,0
51.66665,-105.26219,2021-05-15,1920,0.0,0.0,0
50.71258,-102.51214,2020-04-15,1926,0.0,0.0,0
53.38795,-105.98637,2022-08-15,1953,0.0,0.0,0
57.65914,-113.23723,2024-06-15,1846,0.0,0.0,0
52.22472,-115.96073,2025-09-01,857,0.0,0.0,0
